id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,categoria_general,link
26993,women,Apparel,bottomwear,jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/6220c2b37ad0a42be62fb92b1d6c7e14_images.jpg
13248,men,Apparel,bottomwear,trousers,Brown,Fall,2011.0,Casual,Palm Tree Kids Boy Solid Brown Trousers,pantalon,http://assets.myntassets.com/v1/images/style/properties/5f064c454ce1578a2a667d28872a0453_images.jpg
43538,women,Apparel,topwear,tops,Blue,Summer,2012.0,Casual,French Connection Women Blue Top,top,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Women-Blue-Top_1230fe55a5335d7405f43cb5c43b3c90_images.jpg
8325,boys,Apparel,topwear,tshirts,Yellow,Fall,2011.0,Casual,Doodle Boy's Athletic 77 Dept Yellow Teen Kidswear,camiseta,http://assets.myntassets.com/v1/images/style/properties/e046ebf7dbb7ae5d9dd7980c21d264ac_images.jpg
31118,girls,Apparel,topwear,tops,Red,Summer,2012.0,Casual,Gini and Jony Girls Red Top,top,http://assets.myntassets.com/v1/images/style/properties/1e3b40d501f5fbbceeab3879db474932_images.jpg
5862,men,Apparel,topwear,tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Stripe Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/9f9f083996862e825eb0ffb32ed9db31_images.jpg
58726,men,Apparel,topwear,tshirts,Grey,Summer,2012.0,Casual,Puma Men Grey T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Grey-T-shirt_cf275e8d9abdab9e307d6adbf8fc6d9f_images.jpg
51499,women,Apparel,bottomwear,jeans,Blue,Summer,2012.0,Casual,Denizen Women Blue Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/689197cf54631e679c2db7ec742a6e09_images.jpg
7709,women,Apparel,bottomwear,jeans,Black,Fall,2011.0,Casual,Jealous 21 Women's Aaren Black Jegging,pantalon,http://assets.myntassets.com/v1/images/style/properties/dc428dc4301332468e7c6f8070c8f06b_images.jpg
28451,women,Apparel,bottomwear,track pants,Black,Summer,2012.0,Casual,Urban Yoga Women Black Track Pants,pantalon,http://assets.myntassets.com/v1/images/style/properties/07555cd5a97cd7ff5492fd344348dfcf_images.jpg
43960,men,Apparel,topwear,shirts,Grey,Summer,2012.0,Formal,Indigo Nation Men Grey Striped Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/b150acdcab19e99002215aa95bffa983_images.jpg
8741,men,Apparel,topwear,shirts,Navy Blue,Fall,2011.0,Casual,Indigo Nation Men Checks Shirt Navy Blue Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/91351f3c000928d10198c09cfa04611b_images.jpg
22359,men,Apparel,topwear,shirts,Blue,Summer,2011.0,Casual,John Players Men Check Blue Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/d839e1d71382ca6708416dbf6bfa9054_images.jpg
49654,women,Apparel,bottomwear,skirts,Grey,Summer,2012.0,Casual,Mineral Women Grey Skirt,falda/vestido,http://assets.myntassets.com/v1/images/style/properties/4066aebdb467176a1e68e7b5c402130a_images.jpg
2049,men,Apparel,topwear,tshirts,White,Summer,2010.0,Sports,ADIDAS Men's Slim Fit White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/5b7333bbf40e95f4c57e24d65903288d_images.jpg
11349,men,Apparel,bottomwear,jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Chicago Fit Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/cd76a36fca88fe74d1d25ee7fd96881a_images.jpg
24892,men,Apparel,topwear,tshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/7806d266865c89cb087a259ab7250e01_images.jpg
58514,women,Apparel,topwear,tops,Grey,Summer,2012.0,Casual,Tonga Women Grey Top,top,http://assets.myntassets.com/v1/images/style/properties/Tonga-Women-Grey-Top_f73ea340974e7cc7cb4db18f7889cec7_images.jpg
38637,men,Apparel,topwear,tshirts,Red,Summer,2012.0,Casual,Nike Men Red Delhi T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/048477a26c1da1d6aa87134c253ab97b_images.jpg
4944,men,Apparel,topwear,shirts,White,Summer,2011.0,Casual,Gini and Jony Boy's Kaleb White Brown Infant Kidswear,camisa,http://assets.myntassets.com/v1/images/style/properties/a8b30e5a5ba28fc928c0b64cda5811e4_images.jpg
10861,men,Apparel,topwear,tshirts,White,Fall,2011.0,Casual,Wrangler Men Dirt Riders White T-Shirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/adf22f809f604e821145a616e4766061_images.jpg
54923,girls,Apparel,bottomwear,capris,Olive,Summer,2012.0,Casual,Do u speak Green Girls Olive 3/4 Pant,short,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-Green-Girls-Olive-34-Pant_62311570aeebd7385030de554584a065_images.jpg
17278,men,Apparel,topwear,tshirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed  Steeple Grey Tshirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/b6ce9035b4f54b8733940f2f10e2e0d4_images.jpg
31588,men,Apparel,topwear,tshirts,Maroon,Summer,2012.0,Casual,Mark Taylor Men Printed Maroon T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/d6c2a243dd5227d7ae5d10156477c38a_images.jpg
18230,men,Apparel,topwear,tshirts,White,Fall,2011.0,Casual,Manchester United Men Printed White Tshirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/4a8e310b6a7184ea58ad3a7dc8590b27_images.jpg
23871,men,Apparel,topwear,tshirts,Grey,Fall,2011.0,Casual,ADIDAS Men Grey Striped T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/be625a96a46f91544eb611751026314f_images.jpg
9667,men,Apparel,topwear,shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling Red Black Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/ceb79e65e6f47c0364f0e4dec3331178_images.jpg
3953,women,Apparel,topwear,tshirts,Red,Summer,2011.0,Casual,Jealous 21 Women's Red Peace T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/812fff8546b72c2f4bea1cf9a0ac0f13_images.jpg
12538,men,Apparel,bottomwear,track pants,Blue,Fall,2011.0,Casual,Puma Men Solid Blue Track Pants,pantalon,http://assets.myntassets.com/v1/images/style/properties/eb3a69a17b6a64c1ad62a00796b91824_images.jpg
8587,men,Apparel,topwear,shirts,Red,Fall,2011.0,Casual,Scullers Men Red Check Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/d9497aae4ed436340a1b6764ddc052ce_images.jpg
42248,women,Apparel,topwear,tops,Pink,Summer,2012.0,Casual,Sepia Women Pink Top,top,http://assets.myntassets.com/v1/images/style/properties/e0da05b38a2fe03cace0a8fbddc65006_images.jpg
9455,men,Apparel,topwear,shirts,Red,Fall,2011.0,Formal,John Miller Men Red Striped Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/b51ddd8d00fdcb3261069363d18b6763_images.jpg
18002,women,Apparel,bottomwear,capris,Black,Summer,2011.0,Sports,Puma Women Essential Skinny Black 3/4 Pant,short,http://assets.myntassets.com/v1/images/style/properties/c6a98b1107df02d5791d0006235939df_images.jpg
32903,women,Apparel,bottomwear,shorts,Red,Summer,2012.0,Casual,Allen Solly Women Red Shorts,short,http://assets.myntassets.com/v1/images/style/properties/Allen-Solly-Women-Red-Shorts_a99033bbbb95bbf0b9cc2945a99e5f18_images.jpg
6079,men,Apparel,topwear,tshirts,Grey,Summer,2011.0,Casual,UCB Men's Johny Collar With Two Tone Grey T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/4ac891da14f596c2e69f75cfb8d1a56a_images.jpg
29321,men,Apparel,topwear,tshirts,Black,Summer,2012.0,Sports,ADIDAS Men Black Jersey,camiseta,http://assets.myntassets.com/v1/images/style/properties/08ba360a042300fffa932e37235edd6d_images.jpg
26369,women,Apparel,topwear,shirts,Blue,Summer,2012.0,Casual,Arrow Woman Blue Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/2b2bb303e1b844960d62d84888b226e0_images.jpg
33489,men,Apparel,topwear,shirts,Green,Summer,2012.0,Casual,Doodle Kids Boy Check Green Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/47d964476bfd4b4c30627d74c4f6a94d_images.jpg
56822,men,Apparel,bottomwear,trousers,Beige,Summer,2012.0,Casual,John Players Men Beige Shorts,pantalon,http://assets.myntassets.com/v1/images/style/properties/John-Players-Men-Beige-Shorts_121cc979460c6139c92c31e560abc152_images.jpg
40947,boys,Apparel,topwear,tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Core Red T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/ecfcc90e4ae597955732adf2680b9fa3_images.jpg
39381,men,Apparel,bottomwear,jeans,Black,Summer,2012.0,Casual,Peter England Men Party Black Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/78bf924de236777a9bc6662b076449e4_images.jpg
15977,men,Apparel,topwear,shirts,Red,Fall,2011.0,Casual,Turtle Solid Men Red Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/0a031662373e7c27ae1415f5afb76e42_images.jpg
32769,men,Apparel,topwear,tshirts,Blue,Spring,2013.0,Casual,Music Men Printed Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/f811ce4aaa2f4c37fc962f2c069f0ee4_images.jpg
10439,men,Apparel,topwear,tshirts,Brown,Fall,2011.0,Casual,Flying Machine Men Walnut Brown Tshirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/6703b9bc9762e04f4e53afaa0aaecb3d_images.jpg
14099,women,Apparel,topwear,tops,Pink,Fall,2011.0,Casual,Flying Machine Women Solid Pink Tops,top,http://assets.myntassets.com/v1/images/style/properties/1c2d217895f9a1bf02a20b09084491da_images.jpg
1852,men,Apparel,topwear,tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men Ride It Or Die T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/2e95da933ac14a9c46b2629146a5ad51_images.jpg
30802,men,Apparel,topwear,shirts,Blue,Summer,2012.0,Ethnic,Fabindia Men Blue Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/51e88043cd7d2b28569c641fdb2fdc4c_images.jpg
26967,women,Apparel,topwear,tops,Navy Blue,Summer,2012.0,Casual,Jealous 21 Women Check Navy Blue Top,top,http://assets.myntassets.com/v1/images/style/properties/85d720a91f528535d65276aabff0ee69_images.jpg
19786,men,Apparel,topwear,tshirts,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Navy Blue Tshirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/4dcc3b32e48ebb49502a3384edff6ccf_images.jpg
24091,men,Apparel,topwear,tshirts,Navy Blue,Fall,2011.0,Casual,Manchester United Men Navy Blue Striped T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/cd8e03fcea2341e5cf5dfad3a47734d3_images.jpg
41406,women,Apparel,topwear,tshirts,Pink,Summer,2012.0,Casual,Wrangler Women Pink T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/8801f4359aee713a7036663fd1684d60_images.jpg
11376,women,Apparel,topwear,tops,Grey,Fall,2011.0,Casual,United Colors Of Benetton Women Light Winter Grey Tops,top,http://assets.myntassets.com/v1/images/style/properties/9aeb7516044919916346d95f0a5d2c99_images.jpg
4381,men,Apparel,topwear,tshirts,Blue,Summer,2011.0,Casual,Superman Men's Silhouette Light Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/9af8eb6d150cbf09178137613fb1e594_images.jpg
7504,women,Apparel,topwear,tshirts,Pink,Summer,2011.0,Sports,Nike Women's Smash Pink T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/45238d144ec35bc28a35230fb0f7934b_images.jpg
22366,men,Apparel,topwear,tshirts,White,Fall,2011.0,Casual,Ed Hardy Men New Tiger White T-Shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/b470ee8121b08981d0e1385aaf7b4f46_images.jpg
34203,men,Apparel,bottomwear,track pants,Charcoal,Winter,2013.0,Casual,Proline Men Charcoal Grey Track Pants,pantalon,http://assets.myntassets.com/v1/images/style/properties/Proline-Men-Grey-Track-Pants_0bfd1e2ecdfb383b0b95593b68ef704d_images.jpg
13421,men,Apparel,topwear,tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Black Polo T-shirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/783442c36bbe6603d9bd4b370af1bf9f_images.jpg
27614,men,Apparel,bottomwear,trousers,Beige,Summer,2012.0,Casual,Scullers Men Beige Trousers,pantalon,http://assets.myntassets.com/v1/images/style/properties/40b830e01b25eee921ea6c1ba16f1629_images.jpg
16361,men,Apparel,topwear,shirts,Maroon,Fall,2011.0,Formal,Peter England Men Stripes Maroon Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/9eb242530f597631a641415ccee785eb_images.jpg
46411,men,Apparel,topwear,sweatshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Sweatshirt,abrigo,http://assets.myntassets.com/v1/images/style/properties/261167465883f9d74752dfbcb912fa60_images.jpg
34031,boys,Apparel,topwear,shirts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Check Blue Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/0f5f0082a3413804e4f2adc80d59a3bb_images.jpg
31543,men,Apparel,topwear,tshirts,Navy Blue,Summer,2012.0,Casual,Classic Polo Men Striped Navy Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/4a043d1c950303676ebb777a1f31efde_images.jpg
27426,women,Apparel,bottomwear,shorts,Grey Melange,Winter,2015.0,Casual,Jockey Women Grey Melange Shorts,short,http://assets.myntassets.com/assets/images/27426/2016/2/8/11454933652080-Jockey-Women-Grey-Melange-Shorts-1291454933651500-1.jpg
2244,women,Apparel,topwear,tshirts,Black,Fall,2010.0,Casual,ADIDAS Women's Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/683aba986f6883e3a5c64fb97c994342_images.jpg
33214,women,Apparel,topwear,tunics,Black,Summer,2012.0,Casual,Sepia Women Printed Black & Green Tunic,top,http://assets.myntassets.com/v1/images/style/properties/03ebf01907cd1829a47dd66600543a56_images.jpg
11144,men,Apparel,topwear,shirts,Black,Fall,2011.0,Casual,Scullers Men Price Catch Black Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/94ff278a731ad83bf42f0b44ebd6e38b_images.jpg
6280,men,Apparel,topwear,tshirts,Pink,Summer,2011.0,Casual,UCB Men's Making Light Pink T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/841e642f22d1031b940126b54f3fe2bc_images.jpg
7352,men,Apparel,topwear,tshirts,Purple,Fall,2011.0,Casual,Tantra Men's Whatever Purple T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/d4622bdcbde3a2544ce0ba6c4ae4541b_images.jpg
2620,men,Apparel,topwear,tshirts,Blue,Fall,2010.0,Sports,Nike Men's Colors Team India T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/bb406db0fb2f98a1a49538fc1b14c444_images.jpg
43507,men,Apparel,topwear,tshirts,Maroon,Summer,2012.0,Casual,French Connection Men Maroon T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/e12348ff6e8ce788a82060aa7bbd55f6_images.jpg
31127,girls,Apparel,dress,dresses,Black,Summer,2012.0,Casual,Gini and Jony Girls Black Dress,falda/vestido,http://assets.myntassets.com/v1/images/style/properties/1f7c87ee0ac12c35df8c1dd28e2cd692_images.jpg
11520,women,Apparel,bottomwear,jeans,Black,Fall,2011.0,Casual,United Colors of Benetton Women Denim Black Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/5c145f1074d79ebf9aff413ccfe6e910_images.jpg
40382,women,Apparel,topwear,tops,Pink,Summer,2012.0,Casual,Tokyo Talkies Women Pink Top,top,http://assets.myntassets.com/v1/images/style/properties/ff487d5e2a7f343d35859997db375cab_images.jpg
14052,men,Apparel,topwear,shirts,White,Fall,2011.0,Casual,Flying Machine Men Solid White Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/1c40d2b94c58f8037380b197a26f567d_images.jpg
53795,men,Apparel,topwear,tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Black-T-shirt_d019196a9f38dbfea90a6f38649bfef6_images.jpg
32590,women,Apparel,bottomwear,shorts,Brown,Summer,2012.0,Casual,ONLY Women Brown Shorts,short,http://assets.myntassets.com/v1/images/style/properties/36fea288ee96091dc00afe5c45ba4805_images.jpg
11712,men,Apparel,topwear,shirts,Blue,Summer,2011.0,Casual,Lee Men Solid Blue Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/167dfcd0f558d3963d42cb9d98961f95_images.jpg
25527,women,Apparel,topwear,shirts,Green,Summer,2012.0,Casual,Wrangler Women Stella Green Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/265eaf9a05b99fdb4dbe35b18b471e8d_images.jpg
57107,women,Apparel,topwear,tops,Olive,Summer,2012.0,Casual,Elle Women Green Essentials Top,top,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Green-Essentials-Top_4005e959727a4e1d62466cbac510a810_images.jpg
13879,men,Apparel,topwear,shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/01e181b9f43cdda40a21b6f05e97666c_images.jpg
46247,women,Apparel,topwear,tunics,Pink,Summer,2012.0,Casual,Fusion Beats Women Dark Pink Tunic,top,http://assets.myntassets.com/v1/images/style/properties/552349c3a71d91b9f26a26d66dafc5fa_images.jpg
7160,women,Apparel,topwear,tunics,Purple,Fall,2011.0,Casual,Scullers For Her Women Fashion Summer Lite Aubergine Tunics,top,http://assets.myntassets.com/v1/images/style/properties/c50036bd2469e6bceef6f8ac1c34fe8e_images.jpg
12197,men,Apparel,topwear,tshirts,Orange,Summer,2013.0,Casual,Basics Men Orange Polo T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/18df81e244e799aeac9f715dd9465b2d_images.jpg
6274,women,Apparel,topwear,tshirts,Green,Summer,2011.0,Casual,UCB Women's Crystal Benetton Green T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/UCB-Womens-Crystal-Benetton-Green-T-shirt_b968dc92b9557aa699a993e633f3ec77_images.jpg
47153,girls,Apparel,bottomwear,capris,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Capris,short,http://assets.myntassets.com/v1/images/style/properties/87321ab7962a30b2e9b01fa16997029c_images.jpg
17623,men,Apparel,bottomwear,track pants,Grey,Fall,2011.0,Sports,ADIDAS Men Solid Grey Track Pant,pantalon,http://assets.myntassets.com/v1/images/style/properties/94218ed43f33a3f01c61df343a0260f3_images.jpg
26958,women,Apparel,topwear,shirts,Teal,Summer,2012.0,Casual,Jealous 21 Women Teal Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/Jealous-21-Women-Teal-Shirt_33d3c1ebfd4326101c5d138dbef83c65_images.jpg
13283,men,Apparel,topwear,shirts,Blue,Fall,2011.0,Casual,Gini and Jony Kids Boys Check Blue Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/2558270228d27a0f9c0d6eff4e540c0d_images.jpg
3706,men,Apparel,topwear,tshirts,Grey,Summer,2011.0,Casual,Classic Polo Men's Grey Red & Brown Stripe T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/4ef2abf41a4d35aec21fa772bb74adf5_images.jpg
26164,men,Apparel,bottomwear,trousers,Grey,Summer,2012.0,Formal,John Miller Men Striped Grey Trousers,pantalon,http://assets.myntassets.com/v1/images/style/properties/5b8f4d8f89d556b20cdba75bad71a23e_images.jpg
40376,women,Apparel,topwear,tops,Yellow,Summer,2012.0,Casual,Tokyo Talkies Women Yellow Top,top,http://assets.myntassets.com/v1/images/style/properties/3fab2ad9e05ab42350a215e39a88e81e_images.jpg
